spacegroup/cage,sym_type_1,sym_axis_1,sym_axis_1D(D_only),origin_1,sym_type_2,sym_axis_2,sym_axis_2D(D_only),origin_2,dihedral,offset,shift(angle_0_only)
I432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.25,-0.25,-0.25",D4,"0,0,1","0,1,0","0,-0.5,0",90,0,-
I432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.25,-0.25,-0.25",D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",0,0.433013,0
I432,D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.25,-0.25,0.25",D4,"1,0,0","0,0,1","0,0,-0.5",45,0.75,-
I432,D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.25,-0.25,0.25",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",60,0.433013,-
I432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.25,0.25,0.25",D4,"0,0,1","0,1,0","0,-0.5,0",90,0.707107,-
I432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0.408248,-
I432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.25,-0.25,-0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0,-
I432,D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.25,-0.25,0.25",O,"0.57735,0.57735,0.57735",-,"0,0,0",35.2644,0.353553,-
P312,D3,"0.866025,0.5,0","0,0,1","0.333333,-0.333333,0",D3,"0.866025,-0.5,0","0,0,1","0,0,-0.5",60,0.5,-
P4132,D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","0.375,-0.375,0.125",D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.375,-0.125,0.125",60,0.288675,-
P4132,D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.375,-0.125,0.125",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",60,0.866025,-
P4132,D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.125,0.375,-0.375",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",90,7.50E-01,-
P4132,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.125,-0.125,-0.125",D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.375,-0.125,0.125",60,0,-
P4132,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.125,-0.125,-0.125",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.375,0.125,0.375",0,0.5,0.353553
P4132,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.125,-0.125,-0.125",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.125,0.375,-0.375",90,0.25,-
P4132,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.375,0.125,0.375",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",0,0.707107,-0.353553
P4132,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.125,-0.375,-0.125",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.125,-0.125,-0.125",0,0,0.353553
P4232,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.25,0.25,0.25",D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-0.5,-0.25,0",45,0.25,-
P4232,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.25,0.25,0.25",D2,"0.707107,0,0.707107","0,1,0","-0.5,-0.25,0",60,0,-
P4232,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.25,0.25,0.25",D2,"-0.707107,0.707107,0","0,0,1","0,-0.5,0.25",0,0.707107,-0.353553
P4232,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.25,0.25,0.25",D2,"0.707107,0.707107,0","-0.707107,0.707107,0","0,0.5,-0.25",90,0,-
P4232,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",D2,"1,0,0","0,0.707107,0.707107","0.25,-0.5,0",60,0.288675,-
P4232,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.25,-0.25,-0.25",D2,"0,0,1","0.707107,0.707107,0","-0.5,0,0.25",0,5.00E-01,0.353553
P4232,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.25,0.25,0.25",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.25,0.25,0.25",90,0,-
P4232,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.25,0.25,0.25",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","-0.25,0.25,-0.25",0,0.5,0
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,0",90,0,-
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D2,"0,1,0","-0.707107,0,0.707107","-0.5,0,-0.5",60,0.288675,-
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D2,"0,1,0","0,0,1","-0.5,0,-0.5",45,0,-
P432,D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0,0,0",D2,"0,1,0","0,0,1","-0.5,0,-0.5",45,0.5,-
P432,D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0,0,0",D2,"0,1,0","1,0,0","-0.5,0,-0.5",90,0.353553,-
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,0",D2,"0,1,0","0.707107,0,0.707107","-0.5,-0.5,-0.5",60,8.66E-01,-
P432,D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D2,"0,1,0","0.707107,0,0.707107","-0.5,0,-0.5",0,0.5,0
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0,0,0",90,5.00E-01,-
P432,D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","-0.5,-0.5,-0.5",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0,0,0",60,0.288675,-
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D4,"1,0,0","0,0,1","0,0,-0.5",45,0,-
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",0,0.5,0
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D4,"0,0,1","0,1,0","-0.5,0,0.5",90,3.54E-01,-
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D4,"0,0.707107,0.707107","1,0,0","0,0,0",60,2.89E-01,-
P432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0,0,0",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",60,0.57735,-
P432,D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","-0.5,-0.5,-0.5",D4,"0,0,1","0,1,0","0,-0.5,0",45,0.5,-
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,0",D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",0,0.707107,0
P432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0,-
P4332,D3,"0.707107,0,0.707107","-0.57735,-0.57735,0.57735","0.375,-0.125,-0.375",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.375,0.125,-0.125",60,0.288675,-
P4332,D3,"0.707107,0,0.707107","-0.57735,-0.57735,0.57735","0.375,-0.125,-0.375",D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","0.125,-0.125,0.375",0,0.707107,0.353553
P4332,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.375,-0.375,-0.375",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.375,0.375,-0.125",90,0.25,-
P4332,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.375,-0.375,-0.375",D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","0.125,-0.125,0.375",60,0,-
P4332,D3,"0,0.707107,0.707107","0.57735,-0.57735,0.57735","-0.125,-0.375,0.375",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.125,0.125,0.125",60,0.57735,-
P622,D3,"0.866025,0.5,0","0,0,1","0.333333,-0.333333,-0.5",D2,"0.866025,0.5,0","-0.5,0.866025,0","0,-0.5,0",90,0.0223291,-
P622,D3,"0.866025,0.5,0","0,0,1","0.333333,-0.333333,-0.5",D2,"0,0,1","0,1,0","-0.5,0,0",30,0.5,-
P622,D3,"0.866025,0.5,0","0,0,1","0.333333,-0.333333,-0.5",D2,"0,0,1","1,0,0","-0.5,0,0",60,0.5,-
P622,D3,"0.866025,0.5,0","0,0,1","0.333333,-0.333333,-0.5",D2,"0,0,1","-0.5,0.866025,0","0,-0.5,0",0,0.500498,-0.372008
P622,D3,"0,1,0","0,0,1","-0.333333,0.333333,0",D2,"0,1,0","1,0,0","-0.5,0,-0.5",90,0.166667,-
P622,D3,"0,1,0","0,0,1","-0.333333,0.333333,0",D2,"0,0,1","1,0,0","-0.5,0,-0.5",0,0.527046,-0.333333
P6322,D3,"0.866025,0.5,0","0,0,1","0.333333,-0.333333,0.25",D3,"1,0,0","0,0,1","0,0,0",30,0.25,-
P6322,D3,"0,1,0","0,0,1","-0.333333,0.333333,-0.25",D3,"1,0,0","0,0,1","0,0,-0.5",90,0.25,-
Pm-3m,D4,"1,0,0","0,0,1","-0.5,0,0",C3v,"0.57735,-0.57735,0.57735","0.707107,0.707107,0","0,0,0",54.7356,0,0
Pm-3m,D4,"1,0,0","0,0,1","-0.5,0,0",D4h,"0,0,1","0,0,1","0,0,0.5",90,0,0
Pm-3m,D4,"0,0,1","1,0,0",0,D2h,"-0.707107,0,0.707107","-0.707107,0,0.707107","0.5,0.5,0.5",45,0.5,0
Pm-3m,D4,"1,0,0","0,0,1",0,C2v,"-0.707107,0.707107,0","0.707107,0.707107,0","0,0,0.5",45,0.5,0
Fm-3m,D4,"0,0,1","1,0,0",0,D2h,"1,0,0","1,0,0","-0.5,0.25,-0.25",90,0.25,0
Pm-3m,D4,"0,0,1","1,0,0","0,0,-0.5",C4h,"1,0,0","1,0,0","0.5,0,0",90,0,0
Pm-3m,D4,"1,0,0","0,0,1","0.5,0,0",D4d,"0,0,1","0.707107,0.707107,0","0,0,0.25",90,0,0
P4/mmm,D4,"0,0,1","1,0,0","0,0,0",D2h,"0,0,1","0,0,1","0,0.5,-0.5",0,0.5,-0.5
Pm-3m,D4,"1,0,0","0,0,1","-0.5,0,0",C4v,"0,1,0","0,0,1","0,0,0",90,0,0
P432,D4,"1,0,0","0,0.707107,0.707107","0,0,0",D4,"0,1,0","0,0,1","0,0.5,0",90,0,0
F432,D4,"-0.707107,0,0.707107","0,-1,0","0,0,-0.5",D2,"0.707107,0.707107,0","0,0,1","-0.25,0.25,-0.5",60,0,-
F432,D4,"-0.707107,0,0.707107","0,-1,0","0,0,-0.5",D2,"0.707107,0.707107,0","-0.707107,0.707107,0","-0.25,0.25,-0.5",45,0.25,-
F432,D4,"0.707107,0,0.707107","0,1,0","-0.5,0,0.5",D2,"0,0,1","-0.707107,0.707107,0","-0.25,0.25,0",60,0.288675,-
F432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.5",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",0,0.612372,0.353553
F432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.5",D3,"0,0.707107,0.707107","-0.57735,-0.57735,0.57735","-0.5,0,0.5",60,0.288675,-
F432,D4,"-0.707107,0,0.707107","0,1,0","0,-0.5,0",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","0,0,-0.5",60,0,-
F432,D4,"0,-0.707107,0.707107","-1,0,0","-0.5,-0.5,0",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","-0.5,0,0",0,3.54E-01,-0.353553
F432,D4,"0,-0.707107,0.707107","1,0,0","-0.5,-0.5,-0.5",D3,"0,0.707107,0.707107","0.57735,-0.57735,0.57735","-0.5,0.5,0",90,0,-
F432,D4,"-0.707107,0.707107,0","0,0,-1","-0.5,0,-0.5",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0,0,0",90,0.5,-
F432,D4,"0.707107,0,0.707107","0,1,0","-0.5,-0.5,0.5",D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","0,0,-0.5",60,0.57735,-
F432,D4,"-0.707107,0,0.707107","0,-1,0","0,0,-0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0.204124,-
F432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.5",O,"-0.57735,0.57735,0.57735",-,"-0.5,0,-0.5",35.2644,3.54E-01,-
I422,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.5",D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",90,0.25,-
I422,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.5",D2,"0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",0,0.433013,0.353553
I422,D4,"1,0,0","0,0,1","0,0,0",D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,0.25",45,0.25,-
I422,D4,"1,0,0","0,0,1","0,0,0",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,0.25",90,0.00E+00,-
I422,D4,"1,0,0","0,0,1","0,0,0",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","0,-0.5,0.25",90,0.5,-
I432,D4,"0,-0.707107,0.707107","1,0,0","-0.5,-0.5,-0.5",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",45,0,-
I432,D4,"0,-0.707107,0.707107","1,0,0","-0.5,-0.5,-0.5",D2,"-0.707107,0,0.707107","0,1,0","0,-0.25,-0.5",60,0.144338,-
I432,D4,"0,-0.707107,0.707107","1,0,0","-0.5,-0.5,-0.5",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","0,-0.5,-0.25",45,0.5,-
I432,D4,"1,0,0","0,0,1","0,0,-0.5",D2,"0,0.707107,0.707107","0,-0.707107,0.707107","-0.25,0.5,0",0,0.707107,-0.25
I432,D4,"1,0,0","0,0,1","0,0,-0.5",D2,"0,0.707107,0.707107","1,0,0","-0.25,-0.5,0",90,0,-
I432,D4,"1,0,0","0,0,1","0,0,-0.5",D2,"0.707107,0,0.707107","0,1,0","-0.5,-0.25,0",45,0.25,-
I432,D4,"1,0,0","0,0,1","0,0,-0.5",D2,"0,-0.707107,0.707107","0,0.707107,0.707107","0.25,0,-0.5",0,0,0.25
I432,D4,"0.707107,0,0.707107","0,1,0","-0.5,-0.5,0.5",D2,"0,0,1","0.707107,0.707107,0","-0.5,0,0.25",60,0.433013,-
I432,D4,"0,0,1","0,1,0","-0.5,0,0.5",D2,"0,-0.707107,0.707107","1,0,0","0.25,-0.5,0",45,0.75,-
I432,D4,"0,-0.707107,0.707107","1,0,0","-0.5,-0.5,-0.5",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.25,-0.25,0.25",60,0.144338,-
I432,D4,"0.707107,0.707107,0","0,0,1","0,0,0",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0.25,-0.25,-0.25",0,0.433013,0
I432,D4,"0.707107,0.707107,0","0,0,1","0,0,0",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.25,0.25,0.25",90,0.25,-
I432,D4,"1,0,0","0,0,1","0,0,-0.5",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0.25,-0.25,-0.25",45,0.25,-
P422,D4,"1,0,0","0,0,1","0,0,0",D2,"0,1,0","0,0,1","-0.5,0,-0.5",0,0.5,-0.5
P422,D4,"1,0,0","0,0,1","0,0,0",D2,"0,1,0","1,0,0","-0.5,0,-0.5",90,0,-
P422,D4,"1,0,0","0,0,1","0,0,0",D2,"0,0,1","1,0,0","-0.5,0,-0.5",90,0.5,-
P422,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",D2,"0,1,0","0,0,1","-0.5,0,-0.5",45,0.5,-
P422,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",D2,"0,1,0","1,0,0","-0.5,0,-0.5",90,0.353553,-
P422,D4,"1,0,0","0,0,1","0,0,-0.5",D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",45,0.5,-
P432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.5",D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,0,0",45,0.5,-
P432,D4,"1,0,0","0,0,1","0,0,-0.5",D2,"0,0.707107,0.707107","0,-0.707107,0.707107","-0.5,-0.5,0.5",0,1.11803,-0.5
P432,D4,"1,0,0","0,0,1","0,0,-0.5",D2,"0,1,0","-0.707107,0,0.707107","-0.5,0,-0.5",45,0,-
P432,D4,"1,0,0","0,0,1","0,0,-0.5",D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,0,0",90,0.5,-
P432,D4,"1,0,0","0,0,1","0,0,-0.5",D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-0.5,0,-0.5",90,0,-
P432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",D2,"0,1,0","0.707107,0,0.707107","-0.5,0,-0.5",60,0,-
P432,D4,"0.707107,0.707107,0","0,0,1","0,0,0",D2,"0,1,0","0.707107,0,0.707107","-0.5,-0.5,-0.5",60,0.288675,-
P432,D4,"0,0,1","0,1,0","-0.5,0,0.5",D2,"0.707107,0.707107,0","-0.707107,0.707107,0","-0.5,0.5,-0.5",0,0.5,-1
P432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.5",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0,0,0",90,0.5,-
P432,D4,"0,-0.707107,0.707107","1,0,0","-0.5,-0.5,-0.5",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0,0,0",60,0.288675,-
P432,D4,"1,0,0","0,0,1","0,0,-0.5",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,0",45,0.5,-
P432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0,0,0",0,0.707107,0
P432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0,0,0",90,0,-
P432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.5",D4,"0,0,1","0,1,0","-0.5,0,0.5",90,0.353553,-
P432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.5",D4,"0,0.707107,0.707107","1,0,0","0,0,0",60,0.288675,-
P432,D4,"0,-0.707107,0.707107","1,0,0","-0.5,-0.5,-0.5",D4,"0,0,1","0,1,0","0,-0.5,0",45,0.5,-
P432,D4,"0,-0.707107,0.707107","1,0,0","-0.5,-0.5,-0.5",D4,"0,0,1","0,1,0","-0.5,0,0.5",45,0,-
P432,D4,"1,0,0","0,0,1","0,0,-0.5",D4,"0,0,1","0,1,0","-0.5,0,0.5",90,0.00E+00,-
P432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",60,0,-
P432,D4,"0.707107,0,0.707107","0,1,0","-0.5,-0.5,0.5",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",60,0.866025,-
P432,D4,"0,0,1","0,1,0","0,-0.5,0",D4,"0,0,1","1,0,0","-0.5,0,0",0,0.707107,0
P432,D4,"0,0,1","0,1,0","-0.5,0,0.5",D4,"0,0,1","1,0,0","-0.5,0,0",0,0,-0.5
P432,D4,"-0.707107,0,0.707107","0,1,0","0,0,0",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",60,0.57735,-
P432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,-0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0.00E+00,-
P432,D4,"1,0,0","0,0,1","0,0,-0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0.353553,-
P432,D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0.408248,-
P432,D4,"0.707107,0,0.707107","0,1,0","-0.5,-0.5,0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",35.2644,7.07E-01,-
Pm-3m,D4d,"1,0,0","0,0,1","-0.25,0,0",D4d,"0,0,1","0.707107,0.707107,0","0,0,-0.25",90,0,0
Pm-3m,D4d,"0,1,0","-0.707107,0,0.707107",0.25,D2,"0,0,1","-0.707107,0.707107,0","0.5,-0.5,0",90,0.5,0
Pm-3m,D4d,"0,0,1","1,0,0","0,0,-0.25",D2h,"0.707107,0,0.707107","0.707107,0,0.707107","-0.5,0,-0.5",45,0,0
Pm-3m,D4d,"0,0,1","0.707107,0.707107,0","0,0,-0.25",D2h,"0,-0.707107,0.707107","0,-0.707107,0.707107","-0.5,1,0",45,0.5,0
P-42m,D4d,"0,0,1","0.707107,0.707107,0","0,0,0",D2,"0,0,1","1,0,0","0.5,0,0.5",0,0.5,0.5
Pm-3m,D4d,"0,1,0","-0.707107,0,0.707107","0,-0.25,0",D4h,"1,0,0","1,0,0","0,0,0",90,0,0
P42/mmc,D4d,"0,0,1","1,0,0","0,0,0.125",D2h,"0,1,0","0,1,0","0,-0.5,0.5",90,0,0
Pm-3m,D4d,"1,0,0","0,0.707107,0.707107",0.25,D2h,"0,1,0","0,1,0","0.5,-0.5,0.5",90,0.5,0
Pm-3m,D4d,"0,0,1","0.707107,0.707107,0","0,0,-0.25",C4v,"0,1,0","0,0,1","0,0,0",90,0,0
P4/mmm,D4d,"0,0,1","0.707107,0.707107,0","0,0,0.25",D2h,"0,0,1","0,0,1","0,0.5,0",0,0.5,-0.25
Pm-3m,D4h,"0,0,1","0,0,1","0,0,0",D4h,"1,0,0","1,0,0","0.5,0,0",90,0,0
P6/mcc,D6,"0,0,1","0.866025,-0.5,0","0,0,0.25",C2h,"0,0,1","0,0,1","0.5,0,0.5",0,0.5,0.25
P622,D6,"0,0,1","0.866025,-0.5,0",0.433013,D2,"0.866025,-0.5,0","0.5,0.866025,0","1,0,0",90,0.5,0
P6/mmm,D6,"0,0,1","0.866025,-0.5,0",0,C2h,"0.866025,0.5,0","0.866025,0.5,0","-0.216506,0.375,0",90,0.433013,0
P622,D6,"0,0,1","0.866025,-0.5,0","0,0,-0.5",D2,"0,0,1","1,0,0","0.5,0,0",0,0.5,0.5
P6/mmm,D6,"0,0,1","0.866025,-0.5,0",0.5,D2h,"0.5,0.866025,0","0.5,0.866025,0","-1,0,0",90,0.866025,0
P6/mmm,D6,"0,0,1","0.866025,-0.5,0","0,0,-0.5",D2h,"0,0,1","0,0,1","0.5,0,0",0,0.5,0.5
P622,D6,"0.866025,-0.5,0","0,0,1","0,0,0",D2,"0,0,1","0.5,0.866025,0","-0.5,-0.5,-0.5",0,0.846467,-0.183013
P622,D6,"0.866025,-0.5,0","0,0,1","0,0,0",D2,"0,1,0","0,0,1","-0.5,0,-0.5",30,0.5,-
P622,D6,"0.866025,-0.5,0","0,0,1","0,0,0",D2,"0,1,0","1,0,0","-0.5,0,-0.5",90,0.25,-
P622,D6,"0.866025,-0.5,0","0,0,1","0,0,0",D2,"0,0,1","1,0,0","-0.5,0,-0.5",60,0.5,-
P622,D6,"0.866025,-0.5,0","0,0,1","0,0,0",D3,"0,1,0","0,0,1","-0.333333,0.333333,-0.5",60,0.5,-
P6/mmm,D6d,"0,0,1","1,0,0","0,0,-0.166667",D2h,"1,0,0","1,0,0","-0.5,0,0",90,0,0
Pm-3m,D6d,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0","-0.166667,-0.166667,0.166667",D4d,"0,1,0","-0.707107,0,0.707107","0,0.25,0",54.7356,0,0
Pm-3m,D6d,"-0.57735,0.57735,0.57735","0.707107,0.707107,0","-0.166667,0.166667,0.166667",D4h,"1,0,0","1,0,0","-0.5,0,0",54.7356,0,0
Pm-3m,D6d,"0.57735,-0.57735,0.57735","0.707107,0.707107,0",0,D2h,"0,1,0","0,1,0","0,-0.5,-0.5",54.7356,0.353553,0
Pm-3m,D6d,"0.57735,0.57735,0.57735","-0.707107,0.707107,0",0.408248,D2h,"0,-0.707107,0.707107","0,-0.707107,0.707107","-0.5,1,0",90,0.816497,0
Pn-3m:2,D6d,"0.57735,0.57735,0.57735","-0.707107,0.707107,0",0,D2,"0,0.707107,0.707107","1,0,0","0,-0.25,0.25",35.2644,0.353553,0
Fm-3m,D6d,"0.57735,0.57735,0.57735","-0.707107,0.707107,0",0.176777,C2h,"0.707107,0,0.707107","0.707107,0,0.707107","-0.25,0,0.25",35.2644,0.353553,0
Fm-3m,D6d,"0.57735,-0.57735,0.57735","0.707107,0.707107,0","0.166667,-0.166667,0.166667",D2h,"0,-0.707107,0.707107","0,-0.707107,0.707107","0.5,-0.25,0.25",35.2644,0,0
Im-3m,D6d,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0","-0.0833333,-0.0833333,0.0833333",C4h,"1,0,0","1,0,0","0,0,0",54.7356,0,0
Im-3m,D6d,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0",0.353553,D2h,"-0.707107,0,0.707107","-0.707107,0,0.707107","0.5,0.5,0.5",35.2644,0.707107,0
Im-3m,D6d,"-0.57735,0.57735,0.57735","0.707107,0.707107,0","0.0833333,-0.0833333,-0.0833333",C4v,"0,0,1","1,0,0","0,0,0",54.7356,0,0
Im-3m,D6d,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","-0.0833333,-0.0833333,-0.0833333",D6d,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0","-0.166667,-0.166667,0.166667",70.5288,0,0
Im-3m,D6d,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0","-0.0833333,-0.0833333,0.0833333",D4,"1,0,0","0,0,1","0.5,0,0",54.7356,0,0
Im-3m,D6d,"0.57735,-0.57735,0.57735","0.707107,0.707107,0","0.0833333,-0.0833333,0.0833333",D3,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0","0,0,0",70.5288,0,0
P6/mmm,D6d,"0,0,1","0.866025,-0.5,0","0,0,-0.166667",D2h,"0,0,1","0,0,1","0.5,0,0",0,0.5,0.166667
F432,O,"0.57735,0.57735,0.57735",-,"0,0,0",D2,"0.707107,0.707107,0","0,0,1","0.25,0.25,0",90,0.204124,-
F432,O,"0.57735,0.57735,0.57735",-,"0,0,0",D2,"0.707107,0.707107,0","-0.707107,0.707107,0","0.25,0.25,0",54.7356,0,-
F432,O,"0.57735,0.57735,0.57735",-,"0,0,0",D2,"1,0,0","0,-0.707107,0.707107","0,0.25,0.25",35.2644,0,-
